"province","ioic_industry","year","count"
"Saskatchewan","Printing and related support activities  [BS32300]","2021",5
"Saskatchewan","Petroleum and coal product manufacturing  [BS32400]","2012",1264
"Saskatchewan","Petroleum and coal product manufacturing  [BS32400]","2013",1251
"Saskatchewan","Petroleum and coal product manufacturing  [BS32400]","2014",882
"Saskatchewan","Petroleum and coal product manufacturing  [BS32400]","2015",848
"Saskatchewan","Petroleum and coal product manufacturing  [BS32400]","2016",928
"Saskatchewan","Petroleum and coal product manufacturing  [BS32400]","2017",940
"Saskatchewan","Petroleum and coal product manufacturing  [BS32400]","2018",1365
"Saskatchewan","Petroleum and coal product manufacturing  [BS32400]","2019",1821
"Saskatchewan","Petroleum and coal product manufacturing  [BS32400]","2020",1710
"Saskatchewan","Petroleum and coal product manufacturing  [BS32400]","2021",1817
"Saskatchewan","Basic chemical manufacturing  [BS32510]","2012",234
"Saskatchewan","Basic chemical manufacturing  [BS32510]","2013",242
"Saskatchewan","Basic chemical manufacturing  [BS32510]","2014",291
"Saskatchewan","Basic chemical manufacturing  [BS32510]","2015",294
"Saskatchewan","Basic chemical manufacturing  [BS32510]","2016",296
"Saskatchewan","Basic chemical manufacturing  [BS32510]","2017",307
"Saskatchewan","Basic chemical manufacturing  [BS32510]","2018",218
"Saskatchewan","Basic chemical manufacturing  [BS32510]","2019",224
"Saskatchewan","Basic chemical manufacturing  [BS32510]","2020",223
"Saskatchewan","Basic chemical manufacturing  [BS32510]","2021",253
"Saskatchewan","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2012",213
"Saskatchewan","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2013",261
"Saskatchewan","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2014",272
"Saskatchewan","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2015",321
"Saskatchewan","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2016",278
"Saskatchewan","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2017",259
"Saskatchewan","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2018",732
"Saskatchewan","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2019",697
"Saskatchewan","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2020",666
"Saskatchewan","Pesticide, fertilizer and other agricultural chemical manufacturing  [BS32530]","2021",648
"Saskatchewan","Pharmaceutical and medicine manufacturing  [BS32540]","2012",0
"Saskatchewan","Pharmaceutical and medicine manufacturing  [BS32540]","2013",0
"Saskatchewan","Pharmaceutical and medicine manufacturing  [BS32540]","2014",0
"Saskatchewan","Pharmaceutical and medicine manufacturing  [BS32540]","2015",0
"Saskatchewan","Pharmaceutical and medicine manufacturing  [BS32540]","2016",0
"Saskatchewan","Pharmaceutical and medicine manufacturing  [BS32540]","2017",0
"Saskatchewan","Pharmaceutical and medicine manufacturing  [BS32540]","2018",0
"Saskatchewan","Pharmaceutical and medicine manufacturing  [BS32540]","2019",0
"Saskatchewan","Pharmaceutical and medicine manufacturing  [BS32540]","2020",0
"Saskatchewan","Pharmaceutical and medicine manufacturing  [BS32540]","2021",0
"Saskatchewan","Miscellaneous chemical product manufacturing  [BS325C0] 13","2012",10
"Saskatchewan","Miscellaneous chemical product manufacturing  [BS325C0] 13","2013",21
"Saskatchewan","Miscellaneous chemical product manufacturing  [BS325C0] 13","2014",10
"Saskatchewan","Miscellaneous chemical product manufacturing  [BS325C0] 13","2015",22
"Saskatchewan","Miscellaneous chemical product manufacturing  [BS325C0] 13","2016",21
"Saskatchewan","Miscellaneous chemical product manufacturing  [BS325C0] 13","2017",24
"Saskatchewan","Miscellaneous chemical product manufacturing  [BS325C0] 13","2018",44
"Saskatchewan","Miscellaneous chemical product manufacturing  [BS325C0] 13","2019",37
"Saskatchewan","Miscellaneous chemical product manufacturing  [BS325C0] 13","2020",34
"Saskatchewan","Miscellaneous chemical product manufacturing  [BS325C0] 13","2021",31
"Saskatchewan","Plastic product manufacturing  [BS32610]","2012",6
"Saskatchewan","Plastic product manufacturing  [BS32610]","2013",7
"Saskatchewan","Plastic product manufacturing  [BS32610]","2014",7
"Saskatchewan","Plastic product manufacturing  [BS32610]","2015",8
"Saskatchewan","Plastic product manufacturing  [BS32610]","2016",5
"Saskatchewan","Plastic product manufacturing  [BS32610]","2017",6
"Saskatchewan","Plastic product manufacturing  [BS32610]","2018",7
"Saskatchewan","Plastic product manufacturing  [BS32610]","2019",6
"Saskatchewan","Plastic product manufacturing  [BS32610]","2020",4
"Saskatchewan","Plastic product manufacturing  [BS32610]","2021",4
"Saskatchewan","Rubber product manufacturing  [BS32620]","2012",2
"Saskatchewan","Rubber product manufacturing  [BS32620]","2013",3
"Saskatchewan","Rubber product manufacturing  [BS32620]","2014",5
"Saskatchewan","Rubber product manufacturing  [BS32620]","2015",5
"Saskatchewan","Rubber product manufacturing  [BS32620]","2016",4
"Saskatchewan","Rubber product manufacturing  [BS32620]","2017",4
"Saskatchewan","Rubber product manufacturing  [BS32620]","2018",5
"Saskatchewan","Rubber product manufacturing  [BS32620]","2019",8
"Saskatchewan","Rubber product manufacturing  [BS32620]","2020",5
"Saskatchewan","Rubber product manufacturing  [BS32620]","2021",6
"Saskatchewan","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2012",11
"Saskatchewan","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2013",13
"Saskatchewan","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2014",11
"Saskatchewan","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2015",21
"Saskatchewan","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2016",12
"Saskatchewan","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2017",13
"Saskatchewan","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2018",12
"Saskatchewan","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2019",14
"Saskatchewan","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2020",8
"Saskatchewan","Non-metallic mineral product manufacturing (except cement and concrete products)  [BS327A0]","2021",12
"Saskatchewan","Cement and concrete product manufacturing  [BS32730]","2012",33
"Saskatchewan","Cement and concrete product manufacturing  [BS32730]","2013",42
"Saskatchewan","Cement and concrete product manufacturing  [BS32730]","2014",171
"Saskatchewan","Cement and concrete product manufacturing  [BS32730]","2015",47
"Saskatchewan","Cement and concrete product manufacturing  [BS32730]","2016",76
"Saskatchewan","Cement and concrete product manufacturing  [BS32730]","2017",119
"Saskatchewan","Cement and concrete product manufacturing  [BS32730]","2018",80
"Saskatchewan","Cement and concrete product manufacturing  [BS32730]","2019",103
"Saskatchewan","Cement and concrete product manufacturing  [BS32730]","2020",107
"Saskatchewan","Cement and concrete product manufacturing  [BS32730]","2021",108
"Saskatchewan","Primary metal manufacturing  [BS33100]","2012",149
"Saskatchewan","Primary metal manufacturing  [BS33100]","2013",164
"Saskatchewan","Primary metal manufacturing  [BS33100]","2014",144
"Saskatchewan","Primary metal manufacturing  [BS33100]","2015",137
"Saskatchewan","Primary metal manufacturing  [BS33100]","2016",135
"Saskatchewan","Primary metal manufacturing  [BS33100]","2017",144
"Saskatchewan","Primary metal manufacturing  [BS33100]","2018",158
"Saskatchewan","Primary metal manufacturing  [BS33100]","2019",156
"Saskatchewan","Primary metal manufacturing  [BS33100]","2020",136
"Saskatchewan","Primary metal manufacturing  [BS33100]","2021",155
"Saskatchewan","Fabricated metal product manufacturing  [BS33200]","2012",45
"Saskatchewan","Fabricated metal product manufacturing  [BS33200]","2013",69
"Saskatchewan","Fabricated metal product manufacturing  [BS33200]","2014",59
"Saskatchewan","Fabricated metal product manufacturing  [BS33200]","2015",83
"Saskatchewan","Fabricated metal product manufacturing  [BS33200]","2016",55
"Saskatchewan","Fabricated metal product manufacturing  [BS33200]","2017",67
"Saskatchewan","Fabricated metal product manufacturing  [BS33200]","2018",75
"Saskatchewan","Fabricated metal product manufacturing  [BS33200]","2019",83
"Saskatchewan","Fabricated metal product manufacturing  [BS33200]","2020",65
"Saskatchewan","Fabricated metal product manufacturing  [BS33200]","2021",76
"Saskatchewan","Machinery manufacturing  [BS33300]","2012",48
"Saskatchewan","Machinery manufacturing  [BS33300]","2013",62
"Saskatchewan","Machinery manufacturing  [BS33300]","2014",57
"Saskatchewan","Machinery manufacturing  [BS33300]","2015",63
"Saskatchewan","Machinery manufacturing  [BS33300]","2016",43
"Saskatchewan","Machinery manufacturing  [BS33300]","2017",53
"Saskatchewan","Machinery manufacturing  [BS33300]","2018",65
"Saskatchewan","Machinery manufacturing  [BS33300]","2019",65
"Saskatchewan","Machinery manufacturing  [BS33300]","2020",46
"Saskatchewan","Machinery manufacturing  [BS33300]","2021",59
"Saskatchewan","Computer and peripheral equipment manufacturing  [BS33410]","2012",0
"Saskatchewan","Computer and peripheral equipment manufacturing  [BS33410]","2013",0
"Saskatchewan","Computer and peripheral equipment manufacturing  [BS33410]","2014",0
"Saskatchewan","Computer and peripheral equipment manufacturing  [BS33410]","2015",0
"Saskatchewan","Computer and peripheral equipment manufacturing  [BS33410]","2016",0
"Saskatchewan","Computer and peripheral equipment manufacturing  [BS33410]","2017",0
"Saskatchewan","Computer and peripheral equipment manufacturing  [BS33410]","2018",0
"Saskatchewan","Computer and peripheral equipment manufacturing  [BS33410]","2019",0
"Saskatchewan","Computer and peripheral equipment manufacturing  [BS33410]","2020",0
"Saskatchewan","Computer and peripheral equipment manufacturing  [BS33410]","2021",0
"Saskatchewan","Electronic product manufacturing  [BS334B0]","2012",2
"Saskatchewan","Electronic product manufacturing  [BS334B0]","2013",2
"Saskatchewan","Electronic product manufacturing  [BS334B0]","2014",1
"Saskatchewan","Electronic product manufacturing  [BS334B0]","2015",1
"Saskatchewan","Electronic product manufacturing  [BS334B0]","2016",1
"Saskatchewan","Electronic product manufacturing  [BS334B0]","2017",1
"Saskatchewan","Electronic product manufacturing  [BS334B0]","2018",1
"Saskatchewan","Electronic product manufacturing  [BS334B0]","2019",1
"Saskatchewan","Electronic product manufacturing  [BS334B0]","2020",1
"Saskatchewan","Electronic product manufacturing  [BS334B0]","2021",1
"Saskatchewan","Electrical  equipment and component manufacturing  [BS335A0]","2012",6
"Saskatchewan","Electrical  equipment and component manufacturing  [BS335A0]","2013",3
"Saskatchewan","Electrical  equipment and component manufacturing  [BS335A0]","2014",6
"Saskatchewan","Electrical  equipment and component manufacturing  [BS335A0]","2015",4
"Saskatchewan","Electrical  equipment and component manufacturing  [BS335A0]","2016",3
"Saskatchewan","Electrical  equipment and component manufacturing  [BS335A0]","2017",4
"Saskatchewan","Electrical  equipment and component manufacturing  [BS335A0]","2018",4
"Saskatchewan","Electrical  equipment and component manufacturing  [BS335A0]","2019",5
"Saskatchewan","Electrical  equipment and component manufacturing  [BS335A0]","2020",3
"Saskatchewan","Electrical  equipment and component manufacturing  [BS335A0]","2021",5
"Saskatchewan","Household appliance manufacturing  [BS33520]","2012",0
"Saskatchewan","Household appliance manufacturing  [BS33520]","2013",0
"Saskatchewan","Household appliance manufacturing  [BS33520]","2014",0
"Saskatchewan","Household appliance manufacturing  [BS33520]","2015",0
"Saskatchewan","Household appliance manufacturing  [BS33520]","2016",0
"Saskatchewan","Household appliance manufacturing  [BS33520]","2017",0
"Saskatchewan","Household appliance manufacturing  [BS33520]","2018",0
"Saskatchewan","Household appliance manufacturing  [BS33520]","2019",0
"Saskatchewan","Household appliance manufacturing  [BS33520]","2020",0
"Saskatchewan","Household appliance manufacturing  [BS33520]","2021",0
"Saskatchewan","Motor vehicle manufacturing  [BS33610]","2012",7
"Saskatchewan","Motor vehicle manufacturing  [BS33610]","2013",8
"Saskatchewan","Motor vehicle manufacturing  [BS33610]","2014",7
"Saskatchewan","Motor vehicle manufacturing  [BS33610]","2015",6
"Saskatchewan","Motor vehicle manufacturing  [BS33610]","2016",4
"Saskatchewan","Motor vehicle manufacturing  [BS33610]","2017",4
"Saskatchewan","Motor vehicle manufacturing  [BS33610]","2018",4
"Saskatchewan","Motor vehicle manufacturing  [BS33610]","2019",4
"Saskatchewan","Motor vehicle manufacturing  [BS33610]","2020",5
"Saskatchewan","Motor vehicle manufacturing  [BS33610]","2021",7
"Saskatchewan","Motor vehicle body and trailer manufacturing  [BS33620]","2012",10
"Saskatchewan","Motor vehicle body and trailer manufacturing  [BS33620]","2013",13
"Saskatchewan","Motor vehicle body and trailer manufacturing  [BS33620]","2014",8
"Saskatchewan","Motor vehicle body and trailer manufacturing  [BS33620]","2015",7
"Saskatchewan","Motor vehicle body and trailer manufacturing  [BS33620]","2016",6
"Saskatchewan","Motor vehicle body and trailer manufacturing  [BS33620]","2017",9
"Saskatchewan","Motor vehicle body and trailer manufacturing  [BS33620]","2018",11
"Saskatchewan","Motor vehicle body and trailer manufacturing  [BS33620]","2019",10
"Saskatchewan","Motor vehicle body and trailer manufacturing  [BS33620]","2020",5
"Saskatchewan","Motor vehicle body and trailer manufacturing  [BS33620]","2021",7
"Saskatchewan","Motor vehicle parts manufacturing  [BS33630]","2012",2
"Saskatchewan","Motor vehicle parts manufacturing  [BS33630]","2013",2
"Saskatchewan","Motor vehicle parts manufacturing  [BS33630]","2014",2
"Saskatchewan","Motor vehicle parts manufacturing  [BS33630]","2015",2
"Saskatchewan","Motor vehicle parts manufacturing  [BS33630]","2016",1
"Saskatchewan","Motor vehicle parts manufacturing  [BS33630]","2017",2
"Saskatchewan","Motor vehicle parts manufacturing  [BS33630]","2018",1
"Saskatchewan","Motor vehicle parts manufacturing  [BS33630]","2019",1
"Saskatchewan","Motor vehicle parts manufacturing  [BS33630]","2020",1
"Saskatchewan","Motor vehicle parts manufacturing  [BS33630]","2021",1
"Saskatchewan","Aerospace product and parts manufacturing  [BS33640]","2012",0
"Saskatchewan","Aerospace product and parts manufacturing  [BS33640]","2013",0
"Saskatchewan","Aerospace product and parts manufacturing  [BS33640]","2014",0
"Saskatchewan","Aerospace product and parts manufacturing  [BS33640]","2015",0
"Saskatchewan","Aerospace product and parts manufacturing  [BS33640]","2016",0
"Saskatchewan","Aerospace product and parts manufacturing  [BS33640]","2017",0
"Saskatchewan","Aerospace product and parts manufacturing  [BS33640]","2018",0
"Saskatchewan","Aerospace product and parts manufacturing  [BS33640]","2019",0
"Saskatchewan","Aerospace product and parts manufacturing  [BS33640]","2020",0
"Saskatchewan","Aerospace product and parts manufacturing  [BS33640]","2021",0
"Saskatchewan","Railroad rolling stock manufacturing  [BS33650]","2012",0
"Saskatchewan","Railroad rolling stock manufacturing  [BS33650]","2013",0
"Saskatchewan","Railroad rolling stock manufacturing  [BS33650]","2014",0
"Saskatchewan","Railroad rolling stock manufacturing  [BS33650]","2015",0
"Saskatchewan","Railroad rolling stock manufacturing  [BS33650]","2016",0
"Saskatchewan","Railroad rolling stock manufacturing  [BS33650]","2017",0
"Saskatchewan","Railroad rolling stock manufacturing  [BS33650]","2018",0
"Saskatchewan","Railroad rolling stock manufacturing  [BS33650]","2019",0
"Saskatchewan","Railroad rolling stock manufacturing  [BS33650]","2020",0
"Saskatchewan","Railroad rolling stock manufacturing  [BS33650]","2021",0
"Saskatchewan","Ship and boat building  [BS33660]","2012",0
"Saskatchewan","Ship and boat building  [BS33660]","2013",0
"Saskatchewan","Ship and boat building  [BS33660]","2014",0
"Saskatchewan","Ship and boat building  [BS33660]","2015",0
"Saskatchewan","Ship and boat building  [BS33660]","2016",0
"Saskatchewan","Ship and boat building  [BS33660]","2017",0
"Saskatchewan","Ship and boat building  [BS33660]","2018",0
"Saskatchewan","Ship and boat building  [BS33660]","2019",0
"Saskatchewan","Ship and boat building  [BS33660]","2020",0
"Saskatchewan","Ship and boat building  [BS33660]","2021",0
"Saskatchewan","Other transportation equipment manufacturing  [BS33690]","2012",1
"Saskatchewan","Other transportation equipment manufacturing  [BS33690]","2013",1
"Saskatchewan","Other transportation equipment manufacturing  [BS33690]","2014",1
"Saskatchewan","Other transportation equipment manufacturing  [BS33690]","2015",1
"Saskatchewan","Other transportation equipment manufacturing  [BS33690]","2016",1
"Saskatchewan","Other transportation equipment manufacturing  [BS33690]","2017",1
"Saskatchewan","Other transportation equipment manufacturing  [BS33690]","2018",0
"Saskatchewan","Other transportation equipment manufacturing  [BS33690]","2019",1
"Saskatchewan","Other transportation equipment manufacturing  [BS33690]","2020",1
"Saskatchewan","Other transportation equipment manufacturing  [BS33690]","2021",1
"Saskatchewan","Furniture and related product manufacturing  [BS33700]","2012",7
"Saskatchewan","Furniture and related product manufacturing  [BS33700]","2013",10
"Saskatchewan","Furniture and related product manufacturing  [BS33700]","2014",9
"Saskatchewan","Furniture and related product manufacturing  [BS33700]","2015",20
"Saskatchewan","Furniture and related product manufacturing  [BS33700]","2016",9
"Saskatchewan","Furniture and related product manufacturing  [BS33700]","2017",7
"Saskatchewan","Furniture and related product manufacturing  [BS33700]","2018",7
"Saskatchewan","Furniture and related product manufacturing  [BS33700]","2019",8
"Saskatchewan","Furniture and related product manufacturing  [BS33700]","2020",6
"Saskatchewan","Furniture and related product manufacturing  [BS33700]","2021",7
"Saskatchewan","Miscellaneous manufacturing  [BS33900]","2012",12
"Saskatchewan","Miscellaneous manufacturing  [BS33900]","2013",12
"Saskatchewan","Miscellaneous manufacturing  [BS33900]","2014",9
"Saskatchewan","Miscellaneous manufacturing  [BS33900]","2015",14
"Saskatchewan","Miscellaneous manufacturing  [BS33900]","2016",11
"Saskatchewan","Miscellaneous manufacturing  [BS33900]","2017",14
"Saskatchewan","Miscellaneous manufacturing  [BS33900]","2018",15
"Saskatchewan","Miscellaneous manufacturing  [BS33900]","2019",13
"Saskatchewan","Miscellaneous manufacturing  [BS33900]","2020",11
"Saskatchewan","Miscellaneous manufacturing  [BS33900]","2021",14
"Saskatchewan","Total, households","2012",6013
"Saskatchewan","Total, households","2013",6516
"Saskatchewan","Total, households","2014",6131
"Saskatchewan","Total, households","2015",6095
"Saskatchewan","Total, households","2016",6091
"Saskatchewan","Total, households","2017",6349
"Saskatchewan","Total, households","2018",6514
"Saskatchewan","Total, households","2019",6620
"Saskatchewan","Total, households","2020",5739
"Saskatchewan","Total, households","2021",5783
"Saskatchewan","Households: Motor fuels and lubricants","2012",4188
"Saskatchewan","Households: Motor fuels and lubricants","2013",4553
"Saskatchewan","Households: Motor fuels and lubricants","2014",4170
"Saskatchewan","Households: Motor fuels and lubricants","2015",4300
"Saskatchewan","Households: Motor fuels and lubricants","2016",4315
"Saskatchewan","Households: Motor fuels and lubricants","2017",4402
"Saskatchewan","Households: Motor fuels and lubricants","2018",4357
"Saskatchewan","Households: Motor fuels and lubricants","2019",4368
"Saskatchewan","Households: Motor fuels and lubricants","2020",3706
"Saskatchewan","Households: Motor fuels and lubricants","2021",3774
"Saskatchewan","Households: Electricity and other fuels","2012",1825
"Saskatchewan","Households: Electricity and other fuels","2013",1962
"Saskatchewan","Households: Electricity and other fuels","2014",1961
"Saskatchewan","Households: Electricity and other fuels","2015",1795
"Saskatchewan","Households: Electricity and other fuels","2016",1776
"Saskatchewan","Households: Electricity and other fuels","2017",1946
"Saskatchewan","Households: Electricity and other fuels","2018",2157
"Saskatchewan","Households: Electricity and other fuels","2019",2251
"Saskatchewan","Households: Electricity and other fuels","2020",2033
"Saskatchewan","Households: Electricity and other fuels","2021",2009
"Alberta","Total, industries and households","2012",276762
"Alberta","Total, industries and households","2013",285303
"Alberta","Total, industries and households","2014",290011
"Alberta","Total, industries and households","2015",287853
"Alberta","Total, industries and households","2016",270302
"Alberta","Total, industries and households","2017",278551
"Alberta","Total, industries and households","2018",282438
"Alberta","Total, industries and households","2019",282957
"Alberta","Total, industries and households","2020",261640
"Alberta","Total, industries and households","2021",265270
"Alberta","Total, industries","2012",258124
"Alberta","Total, industries","2013",265387
"Alberta","Total, industries","2014",269970
"Alberta","Total, industries","2015",269099
"Alberta","Total, industries","2016",251288
"Alberta","Total, industries","2017",258619
"Alberta","Total, industries","2018",261764
"Alberta","Total, industries","2019",262314
"Alberta","Total, industries","2020",243757
"Alberta","Total, industries","2021",247818
"Alberta","Animal food manufacturing  [BS31110]","2012",41
"Alberta","Animal food manufacturing  [BS31110]","2013",48
"Alberta","Animal food manufacturing  [BS31110]","2014",95
"Alberta","Animal food manufacturing  [BS31110]","2015",47
"Alberta","Animal food manufacturing  [BS31110]","2016",40
"Alberta","Animal food manufacturing  [BS31110]","2017",33
"Alberta","Animal food manufacturing  [BS31110]","2018",40
"Alberta","Animal food manufacturing  [BS31110]","2019",85
"Alberta","Animal food manufacturing  [BS31110]","2020",101
"Alberta","Animal food manufacturing  [BS31110]","2021",99
"Alberta","Sugar and confectionery product manufacturing  [BS31130]","2012",83
"Alberta","Sugar and confectionery product manufacturing  [BS31130]","2013",108
"Alberta","Sugar and confectionery product manufacturing  [BS31130]","2014",127
"Alberta","Sugar and confectionery product manufacturing  [BS31130]","2015",85
"Alberta","Sugar and confectionery product manufacturing  [BS31130]","2016",104
"Alberta","Sugar and confectionery product manufacturing  [BS31130]","2017",199
"Alberta","Sugar and confectionery product manufacturing  [BS31130]","2018",12
"Alberta","Sugar and confectionery product manufacturing  [BS31130]","2019",76
"Alberta","Sugar and confectionery product manufacturing  [BS31130]","2020",50
"Alberta","Sugar and confectionery product manufacturing  [BS31130]","2021",81
"Alberta","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2012",35
"Alberta","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2013",30
"Alberta","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2014",16
"Alberta","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2015",16
"Alberta","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2016",8
"Alberta","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2017",17
"Alberta","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2018",26
"Alberta","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2019",16
"Alberta","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2020",27
"Alberta","Fruit and vegetable preserving and specialty food manufacturing  [BS31140]","2021",25
"Alberta","Dairy product manufacturing  [BS31150]","2012",29
"Alberta","Dairy product manufacturing  [BS31150]","2013",28
"Alberta","Dairy product manufacturing  [BS31150]","2014",27
"Alberta","Dairy product manufacturing  [BS31150]","2015",21
"Alberta","Dairy product manufacturing  [BS31150]","2016",22
"Alberta","Dairy product manufacturing  [BS31150]","2017",20
"Alberta","Dairy product manufacturing  [BS31150]","2018",34
"Alberta","Dairy product manufacturing  [BS31150]","2019",38
"Alberta","Dairy product manufacturing  [BS31150]","2020",38
"Alberta","Dairy product manufacturing  [BS31150]","2021",36
"Alberta","Meat product manufacturing  [BS31160]","2012",344
"Alberta","Meat product manufacturing  [BS31160]","2013",197
"Alberta","Meat product manufacturing  [BS31160]","2014",200
"Alberta","Meat product manufacturing  [BS31160]","2015",205
"Alberta","Meat product manufacturing  [BS31160]","2016",270
"Alberta","Meat product manufacturing  [BS31160]","2017",191
"Alberta","Meat product manufacturing  [BS31160]","2018",216
"Alberta","Meat product manufacturing  [BS31160]","2019",197
"Alberta","Meat product manufacturing  [BS31160]","2020",192
"Alberta","Meat product manufacturing  [BS31160]","2021",180
"Alberta","Seafood product preparation and packaging  [BS31170]","2012",1
"Alberta","Seafood product preparation and packaging  [BS31170]","2013",1
"Alberta","Seafood product preparation and packaging  [BS31170]","2014",1
"Alberta","Seafood product preparation and packaging  [BS31170]","2015",0
"Alberta","Seafood product preparation and packaging  [BS31170]","2016",0
"Alberta","Seafood product preparation and packaging  [BS31170]","2017",1
"Alberta","Seafood product preparation and packaging  [BS31170]","2018",1
"Alberta","Seafood product preparation and packaging  [BS31170]","2019",1
"Alberta","Seafood product preparation and packaging  [BS31170]","2020",0
"Alberta","Seafood product preparation and packaging  [BS31170]","2021",0
"Alberta","Miscellaneous food manufacturing  [BS311A0]","2012",185
"Alberta","Miscellaneous food manufacturing  [BS311A0]","2013",289
"Alberta","Miscellaneous food manufacturing  [BS311A0]","2014",360
"Alberta","Miscellaneous food manufacturing  [BS311A0]","2015",374
"Alberta","Miscellaneous food manufacturing  [BS311A0]","2016",336
"Alberta","Miscellaneous food manufacturing  [BS311A0]","2017",363
"Alberta","Miscellaneous food manufacturing  [BS311A0]","2018",366
"Alberta","Miscellaneous food manufacturing  [BS311A0]","2019",463
"Alberta","Miscellaneous food manufacturing  [BS311A0]","2020",394
"Alberta","Miscellaneous food manufacturing  [BS311A0]","2021",395
"Alberta","Soft drink and ice manufacturing  [BS31211]","2012",33
"Alberta","Soft drink and ice manufacturing  [BS31211]","2013",35
"Alberta","Soft drink and ice manufacturing  [BS31211]","2014",58
"Alberta","Soft drink and ice manufacturing  [BS31211]","2015",52
"Alberta","Soft drink and ice manufacturing  [BS31211]","2016",53
"Alberta","Soft drink and ice manufacturing  [BS31211]","2017",45
"Alberta","Soft drink and ice manufacturing  [BS31211]","2018",45
"Alberta","Soft drink and ice manufacturing  [BS31211]","2019",32
"Alberta","Soft drink and ice manufacturing  [BS31211]","2020",24
"Alberta","Soft drink and ice manufacturing  [BS31211]","2021",25
"Alberta","Breweries  [BS31212]","2012",90
"Alberta","Breweries  [BS31212]","2013",54
"Alberta","Breweries  [BS31212]","2014",50
"Alberta","Breweries  [BS31212]","2015",76
"Alberta","Breweries  [BS31212]","2016",101
"Alberta","Breweries  [BS31212]","2017",63
"Alberta","Breweries  [BS31212]","2018",67
"Alberta","Breweries  [BS31212]","2019",73
"Alberta","Breweries  [BS31212]","2020",78
"Alberta","Breweries  [BS31212]","2021",73
"Alberta","Wineries and distilleries  [BS3121A]","2012",36
"Alberta","Wineries and distilleries  [BS3121A]","2013",57
"Alberta","Wineries and distilleries  [BS3121A]","2014",41
"Alberta","Wineries and distilleries  [BS3121A]","2015",53
"Alberta","Wineries and distilleries  [BS3121A]","2016",78
"Alberta","Wineries and distilleries  [BS3121A]","2017",45
"Alberta","Wineries and distilleries  [BS3121A]","2018",61
"Alberta","Wineries and distilleries  [BS3121A]","2019",42
"Alberta","Wineries and distilleries  [BS3121A]","2020",35
"Alberta","Wineries and distilleries  [BS3121A]","2021",16
"Alberta","Tobacco manufacturing  [BS31220]","2012",0
"Alberta","Tobacco manufacturing  [BS31220]","2013",0
"Alberta","Tobacco manufacturing  [BS31220]","2014",0
"Alberta","Tobacco manufacturing  [BS31220]","2015",0
"Alberta","Tobacco manufacturing  [BS31220]","2016",0
"Alberta","Tobacco manufacturing  [BS31220]","2017",0
"Alberta","Tobacco manufacturing  [BS31220]","2018",0
"Alberta","Tobacco manufacturing  [BS31220]","2019",0
"Alberta","Tobacco manufacturing  [BS31220]","2020",0
"Alberta","Tobacco manufacturing  [BS31220]","2021",0
"Alberta","Textile and textile product mills  [BS31A00]","2012",5
"Alberta","Textile and textile product mills  [BS31A00]","2013",5
"Alberta","Textile and textile product mills  [BS31A00]","2014",5
"Alberta","Textile and textile product mills  [BS31A00]","2015",6
"Alberta","Textile and textile product mills  [BS31A00]","2016",3
"Alberta","Textile and textile product mills  [BS31A00]","2017",5
"Alberta","Textile and textile product mills  [BS31A00]","2018",5
"Alberta","Textile and textile product mills  [BS31A00]","2019",5
"Alberta","Textile and textile product mills  [BS31A00]","2020",4
"Alberta","Textile and textile product mills  [BS31A00]","2021",4
"Alberta","Clothing and leather and allied product manufacturing  [BS31B00]","2012",4
"Alberta","Clothing and leather and allied product manufacturing  [BS31B00]","2013",4
"Alberta","Clothing and leather and allied product manufacturing  [BS31B00]","2014",4
"Alberta","Clothing and leather and allied product manufacturing  [BS31B00]","2015",4
